Format Version,1.23,Take Name,Take 2024-04-28 06.37.33 PM,Take Notes,,Capture Frame Rate,30.000000,Export Frame Rate,30.000000,Capture Start Time,2024-04-28 06.37.34.028 PM,Capture Start Frame,798155,Total Frames in Take,9489,Total Exported Frames,9489,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody
,ID,"9B0DB8CE057E11EFA0BCABC55148E1B6","9B0DB8CE057E11EFA0BCABC55148E1B6","9B0DB8CE057E11EFA0BCABC55148E1B6","9B0DB8CE057E11EFA0BCABC55148E1B6","9B0DB8CE057E11EFA0BCABC55148E1B6","9B0DB8CE057E11EFA0BCABC55148E1B6"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
0,0.000000,-0.007541,-0.016054,0.022975,539.277405,890.645325,267.594452
1,0.033333,0.000631,0.000992,-0.022730,539.263123,890.657654,267.574524
2,0.066667,0.001183,0.004204,0.001534,539.258118,890.645569,267.565674
3,0.100000,0.005327,0.000259,-0.007222,539.257324,890.636047,267.561523
4,0.133333,0.000352,0.000150,0.004551,539.258911,890.644348,267.574280
5,0.166667,0.004140,0.001628,-0.000110,539.259705,890.640503,267.567169
6,0.200000,0.003007,0.002579,-0.002295,539.260620,890.640442,267.551941
7,0.233333,-0.002810,0.007208,-0.022018,539.261169,890.652161,267.554840
8,0.266667,0.002349,-0.000138,-0.000632,539.259460,890.646729,267.565155
9,0.300000,-0.000480,0.000641,0.001224,539.255981,890.641479,267.542297
10,0.333333,0.000973,0.004592,-0.002570,539.259949,890.639709,267.545502
11,0.366667,-0.001198,-0.000986,0.001005,539.264954,890.646606,267.580902
12,0.400000,0.000537,0.003578,-0.015172,539.267029,890.658997,267.569122
13,0.433333,0.005202,0.002902,-0.003675,539.258728,890.644836,267.576477
14,0.466667,0.004296,-0.000237,-0.001649,539.260559,890.641113,267.560028
15,0.500000,0.001160,0.002416,0.001227,539.260742,890.642700,267.560669
16,0.533333,0.005617,0.002258,0.000665,539.259583,890.634460,267.566986
17,0.566667,0.001069,0.005360,0.000628,539.261536,890.640747,267.552246
18,0.600000,0.000441,0.003249,0.000660,539.262512,890.638123,267.565155
19,0.633333,0.004391,0.001026,-0.000595,539.259277,890.640747,267.575470
20,0.666667,0.006397,0.000330,-0.000692,539.263000,890.641235,267.579193
21,0.700000,-0.002498,0.001765,0.003695,539.259888,890.643005,267.560303
22,0.733333,0.007268,0.000660,-0.002898,539.261841,890.633484,267.559692
23,0.766667,0.003168,0.003420,-0.000265,539.261475,890.638123,267.565033
24,0.800000,0.004290,0.003842,-0.009151,539.265137,890.637573,267.567688
25,0.833333,0.005103,0.000890,0.000056,539.259949,890.642334,267.575775
26,0.866667,0.008013,0.001280,0.003740,539.256836,890.634827,267.576172
27,0.900000,0.001271,0.000804,-0.000406,539.260437,890.641602,267.560272
28,0.933333,-0.000811,-0.000383,-0.004043,539.257507,890.638306,267.561035
29,0.966667,0.000667,0.001039,0.001451,539.257935,890.645691,267.564178
30,1.000000,-0.003044,-0.001247,0.004000,539.262817,890.635864,267.564514
31,1.033333,0.003462,0.001891,-0.002147,539.262085,890.641602,267.555298
32,1.066667,0.004107,0.003750,-0.002397,539.256836,890.645813,267.572845
