Format Version,1.23,Take Name,Take 2024-04-28 06.13.35 PM,Take Notes,,Capture Frame Rate,30.000000,Export Frame Rate,30.000000,Capture Start Time,2024-04-28 06.13.35.818 PM,Capture Start Frame,755008,Total Frames in Take,9335,Total Exported Frames,9335,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody
,ID,"9B0DB8CE057E11EFA0BCABC55148E1B6","9B0DB8CE057E11EFA0BCABC55148E1B6","9B0DB8CE057E11EFA0BCABC55148E1B6","9B0DB8CE057E11EFA0BCABC55148E1B6","9B0DB8CE057E11EFA0BCABC55148E1B6","9B0DB8CE057E11EFA0BCABC55148E1B6"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
0,0.000000,-0.023698,0.033616,0.001454,539.257507,890.822876,267.754303
1,0.033333,-0.019430,0.036772,-0.007674,539.253052,890.820496,267.735199
2,0.066667,-0.021601,0.030776,0.004654,539.253723,890.826904,267.766235
3,0.100000,-0.015636,0.033749,-0.002678,539.257019,890.836670,267.725769
4,0.133333,-0.020840,0.030221,-0.000951,539.252014,890.822083,267.757172
5,0.166667,-0.021029,0.036745,-0.003281,539.256958,890.825500,267.749451
6,0.200000,-0.021258,0.028501,0.006596,539.253113,890.826660,267.768921
7,0.233333,-0.022215,0.029979,0.004116,539.255127,890.824585,267.759460
8,0.266667,-0.019611,0.034266,-0.004056,539.252014,890.822144,267.747681
9,0.300000,-0.020836,0.028892,-0.001668,539.252502,890.821411,267.748352
10,0.333333,-0.021253,0.027189,0.005701,539.246582,890.818604,267.726959
11,0.366667,-0.022014,0.033209,-0.003456,539.247131,890.816345,267.744904
12,0.400000,-0.020221,0.038098,-0.008323,539.261230,890.831604,267.742615
13,0.433333,-0.021488,0.034499,-0.010700,539.259094,890.818787,267.762146
14,0.466667,-0.021763,0.033024,-0.001044,539.253662,890.826294,267.751556
15,0.500000,-0.021460,0.029830,0.001561,539.257751,890.820313,267.755249
16,0.533333,-0.026793,0.031776,-0.000569,539.255920,890.833740,267.761200
17,0.566667,-0.017716,0.031778,-0.001034,539.254822,890.818726,267.756714
18,0.600000,-0.021881,0.034926,-0.004249,539.256653,890.829590,267.744598
19,0.633333,-0.019008,0.034782,-0.003534,539.251038,890.819031,267.748474
20,0.666667,-0.022434,0.027559,0.008183,539.253113,890.838135,267.782867
21,0.700000,-0.021640,0.032424,-0.001188,539.258362,890.821472,267.770203
22,0.733333,-0.013604,0.031925,-0.001768,539.255005,890.839478,267.742340
23,0.766667,-0.024158,0.031840,-0.003571,539.246521,890.826721,267.753113
24,0.800000,-0.023205,0.032436,-0.001047,539.251953,890.828613,267.748169
25,0.833333,-0.026872,0.035559,-0.003942,539.256836,890.808655,267.715027
26,0.866667,-0.021854,0.035257,-0.005547,539.255493,890.818726,267.748749
27,0.900000,-0.026878,0.033977,-0.000241,539.252319,890.825195,267.742798
28,0.933333,-0.022032,0.035373,-0.008407,539.250000,890.816223,267.736481
29,0.966667,-0.024702,0.033060,0.001149,539.257080,890.825928,267.736755
30,1.000000,-0.024187,0.032889,-0.007511,539.257446,890.814941,267.732788
31,1.033333,-0.018081,0.032172,-0.000861,539.260742,890.827087,267.754395
