Format Version,1.23,Take Name,Take 2024-04-28 05.46.50 PM,Take Notes,,Capture Frame Rate,30.000000,Export Frame Rate,30.000000,Capture Start Time,2024-04-28 05.46.50.629 PM,Capture Start Frame,706852,Total Frames in Take,9341,Total Exported Frames,9341,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody
,ID,"9B0DB8CE057E11EFA0BCABC55148E1B6","9B0DB8CE057E11EFA0BCABC55148E1B6","9B0DB8CE057E11EFA0BCABC55148E1B6","9B0DB8CE057E11EFA0BCABC55148E1B6","9B0DB8CE057E11EFA0BCABC55148E1B6","9B0DB8CE057E11EFA0BCABC55148E1B6"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
0,0.000000,-0.001630,-0.003741,0.006539,539.201965,890.636353,268.072906
1,0.033333,-0.006397,-0.001641,0.009336,539.213745,890.633850,268.062775
2,0.066667,-0.006609,-0.005570,0.006861,539.206787,890.637207,268.074188
3,0.100000,0.003385,0.003072,0.005045,539.201904,890.636230,268.073059
4,0.133333,-0.000023,0.001979,-0.000065,539.210571,890.625977,268.047821
5,0.166667,0.000026,-0.004489,0.005518,539.215759,890.635193,268.093353
6,0.200000,-0.000933,-0.000284,0.005332,539.211182,890.636963,268.073914
7,0.233333,-0.002181,-0.001179,0.007443,539.213135,890.637268,268.069061
8,0.266667,0.001830,-0.003453,0.003409,539.215698,890.633667,268.087128
9,0.300000,-0.001503,-0.000130,0.001870,539.213196,890.634216,268.065796
10,0.333333,-0.005057,-0.004640,0.010215,539.212769,890.638550,268.077087
11,0.366667,-0.001440,-0.002438,0.007526,539.217163,890.641235,268.081482
12,0.400000,-0.025218,-0.008003,-0.009979,539.232178,890.625916,268.022003
13,0.433333,0.005191,-0.006430,0.006785,539.204041,890.623718,268.069885
14,0.466667,0.000178,0.001860,-0.003859,539.214355,890.626282,268.069733
15,0.500000,-0.022311,-0.010166,-0.006396,539.235840,890.641235,268.037537
16,0.533333,-0.001667,0.000326,-0.001348,539.211365,890.625854,268.078491
17,0.566667,-0.001148,-0.002381,0.006021,539.210022,890.634094,268.071930
18,0.600000,-0.003102,-0.005562,0.003325,539.220520,890.628296,268.084167
19,0.633333,0.003013,-0.003348,0.007901,539.206360,890.643738,268.081665
20,0.666667,0.002421,-0.005210,0.009857,539.202332,890.620972,268.068817
21,0.700000,-0.001743,-0.004974,0.008582,539.213379,890.647339,268.082123
22,0.733333,-0.001989,-0.005978,0.004220,539.214417,890.635132,268.090698
23,0.766667,0.003856,-0.003737,0.006400,539.207397,890.636414,268.099731
24,0.800000,-0.004277,-0.003263,0.001965,539.213074,890.633911,268.079773
25,0.833333,-0.000795,-0.003549,0.010464,539.217896,890.644714,268.093903
26,0.866667,-0.002061,-0.003973,0.006287,539.212769,890.636475,268.089050
27,0.900000,-0.004681,-0.002994,0.006868,539.209961,890.641602,268.082306
28,0.933333,-0.005019,-0.002045,0.010139,539.218262,890.641541,268.090424
29,0.966667,-0.004636,0.002164,0.003988,539.211304,890.640686,268.078491
30,1.000000,-0.006235,-0.005875,0.008302,539.206116,890.649353,268.092316
31,1.033333,-0.002127,-0.002748,0.007045,539.217102,890.639160,268.089630
