Format Version,1.23,Take Name,Take 2024-05-04 01.48.11 PM,Take Notes,,Capture Frame Rate,30.000000,Export Frame Rate,30.000000,Capture Start Time,2024-05-04 01.48.11.846 PM,Capture Start Frame,318023,Total Frames in Take,22994,Total Exported Frames,22994,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody
,ID,"97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
0,0.000000,0.001169,0.025704,-0.020008,539.165955,890.992798,267.814972
1,0.033333,-0.005846,0.001490,0.008248,539.163635,891.041809,267.878662
2,0.066667,-0.007750,0.006390,0.014267,539.165894,891.027466,267.872986
3,0.100000,-0.004472,0.004079,0.004132,539.164124,891.037170,267.870636
4,0.133333,0.006739,0.027518,-0.022138,539.171448,890.990234,267.805756
5,0.166667,-0.008730,0.005874,0.012601,539.165955,891.030273,267.879639
6,0.200000,0.004921,0.018281,-0.054058,539.230774,891.040405,267.926910
7,0.233333,-0.008533,0.008193,0.011826,539.168030,891.024292,267.866241
8,0.266667,-0.003799,0.005851,0.011763,539.164612,891.025391,267.872498
9,0.300000,-0.006669,0.006883,0.014044,539.164429,891.033752,267.862518
10,0.333333,-0.003636,-0.000294,-0.002414,539.161377,891.038025,267.874115
11,0.366667,-0.002094,0.002425,0.007362,539.161682,891.045288,267.862579
12,0.400000,0.004928,0.017045,-0.055917,539.231079,891.047852,267.927917
13,0.433333,-0.008357,0.005252,0.012863,539.161560,891.030029,267.880005
14,0.466667,0.003861,0.016190,-0.046915,539.226135,891.044434,267.934601
15,0.500000,0.003599,0.024494,-0.019849,539.165955,890.995117,267.809174
16,0.533333,-0.008313,0.003466,0.004907,539.161987,891.034485,267.874054
17,0.566667,-0.009408,0.006280,0.013039,539.166809,891.028137,267.881866
18,0.600000,-0.001065,0.006558,0.012919,539.166687,891.027466,267.870544
19,0.633333,-0.001784,0.019036,-0.049577,539.225586,891.041443,267.931702
20,0.666667,-0.004312,0.004673,0.014842,539.166077,891.035034,267.872314
21,0.700000,0.005581,0.026967,-0.025843,539.168213,890.991455,267.800476
22,0.733333,0.000801,0.000998,0.005965,539.157898,891.038818,267.857178
23,0.766667,0.005006,0.026396,-0.023641,539.164734,890.990662,267.802551
24,0.800000,0.006222,0.038299,-0.095806,539.230408,891.002747,267.862610
25,0.833333,-0.007180,0.006040,0.011249,539.163330,891.025879,267.874878
26,0.866667,-0.000139,0.025872,-0.023377,539.167236,890.987549,267.807343
27,0.900000,0.010061,0.024159,-0.031047,539.164307,891.002197,267.798553
28,0.933333,0.005820,0.025646,-0.033444,539.164734,890.993225,267.798462
29,0.966667,-0.008601,0.003287,0.011163,539.164612,891.029541,267.883423
30,1.000000,-0.003888,0.002595,0.012856,539.162048,891.033691,267.874268
31,1.033333,-0.009716,0.003891,0.011816,539.163147,891.028320,267.883179
32,1.066667,-0.004759,0.001447,0.006656,539.162415,891.046814,267.879761
33,1.100000,-0.002299,0.017876,-0.048888,539.228882,891.038269,267.934204
34,1.133333,-0.006187,0.006862,0.015277,539.164673,891.029297,267.869232
35,1.166667,-0.003334,0.002598,0.007986,539.164063,891.031067,267.875305
