Format Version,1.23,Take Name,Take 2024-04-26 03.26.10 PM,Take Notes,,Capture Frame Rate,30.000000,Export Frame Rate,30.000000,Capture Start Time,2024-04-26 03.26.11.201 PM,Capture Start Frame,411236,Total Frames in Take,44284,Total Exported Frames,44284,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody 003,RigidBody 003,RigidBody 003,RigidBody 003,RigidBody 003,RigidBody 003
,ID,"7FD4EECF03BF11EFA0BCABC55148E0B6","7FD4EECF03BF11EFA0BCABC55148E0B6","7FD4EECF03BF11EFA0BCABC55148E0B6","7FD4EECF03BF11EFA0BCABC55148E0B6","7FD4EECF03BF11EFA0BCABC55148E0B6","7FD4EECF03BF11EFA0BCABC55148E0B6"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
0,0.000000,-0.057282,0.032200,0.073283,539.059387,889.986023,268.430573
1,0.033333,-0.060585,0.029984,0.080141,539.056152,889.995361,268.433380
2,0.066667,-0.058448,0.040603,0.080520,539.050903,889.987488,268.406799
3,0.100000,-0.063180,0.029201,0.080028,539.059021,890.000244,268.427917
4,0.133333,-0.061633,0.035007,0.083910,539.047791,889.994751,268.415436
5,0.166667,-0.058163,0.034198,0.073479,539.057739,889.990784,268.420105
6,0.200000,-0.062575,0.035867,0.087666,539.055115,889.993530,268.419922
7,0.233333,-0.059292,0.034734,0.078171,539.066040,889.992615,268.420135
8,0.266667,-0.058999,0.030857,0.084251,539.059692,889.990356,268.433777
9,0.300000,-0.061900,0.039746,0.081651,539.056824,889.993713,268.403046
10,0.333333,-0.057755,0.033341,0.075329,539.070007,889.984436,268.422272
11,0.366667,-0.061133,0.032974,0.075841,539.064941,889.984863,268.422455
12,0.400000,-0.061482,0.031138,0.075634,539.061707,889.987183,268.421295
13,0.433333,-0.057245,0.036950,0.073808,539.072754,889.982666,268.414185
14,0.466667,-0.058696,0.030532,0.079495,539.062134,889.992004,268.427155
15,0.500000,-0.057359,0.030474,0.072791,539.068909,889.981812,268.434418
16,0.533333,-0.064771,0.032321,0.083134,539.069580,890.004272,268.442322
17,0.566667,-0.066827,0.039830,0.085429,539.060730,889.989929,268.426788
18,0.600000,-0.067860,0.035815,0.078687,539.067322,890.006775,268.447876
19,0.633333,-0.068874,0.034072,0.075767,539.071167,889.994202,268.463196
20,0.666667,-0.074493,0.033862,0.077062,539.074463,890.008362,268.465546
21,0.700000,-0.074871,0.035744,0.081759,539.130920,890.007324,268.507843
22,0.733333,-0.078925,0.035721,0.080029,539.075806,890.021790,268.473328
23,0.766667,-0.073264,0.031319,0.078184,539.077942,890.001770,268.480652
24,0.800000,-0.073543,0.037263,0.071458,539.078979,890.012939,268.458435
25,0.833333,-0.077086,0.039418,0.085271,539.134583,890.014771,268.481903
26,0.866667,-0.073097,0.033833,0.072355,539.075562,890.010864,268.456940
27,0.900000,-0.070890,0.031084,0.072294,539.070801,890.008728,268.451263
28,0.933333,-0.072659,0.031098,0.073156,539.067383,890.016113,268.454132
29,0.966667,-0.074416,0.036810,0.084168,539.134155,890.017578,268.469391
30,1.000000,-0.071144,0.044079,0.076564,539.063721,890.008179,268.405334
31,1.033333,-0.070179,0.030690,0.070936,539.062439,890.009766,268.437714
32,1.066667,-0.070739,0.033967,0.064215,539.068237,890.007141,268.430817
33,1.100000,-0.068144,0.031394,0.071833,539.066101,890.003662,268.436371
34,1.133333,-0.066736,0.029225,0.074398,539.063721,890.003906,268.446686
35,1.166667,-0.065737,0.031342,0.068142,539.065430,889.994080,268.433441
36,1.200000,-0.066092,0.033841,0.070307,539.069031,889.996399,268.434052
37,1.233333,-0.065728,0.027375,0.079294,539.067932,890.000793,268.435791
