Format Version,1.23,Take Name,Take 2024-05-04 07.06.18 PM,Take Notes,,Capture Frame Rate,30.000000,Export Frame Rate,30.000000,Capture Start Time,2024-05-04 07.06.19.896 PM,Capture Start Frame,890673,Total Frames in Take,44039,Total Exported Frames,44039,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody
,ID,"97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
70,2.333333,-0.002130,-0.001944,0.006691,539.158936,890.680298,268.291840
71,2.366667,-0.000829,-0.001225,-0.002056,539.153503,890.674927,268.280731
72,2.400000,0.000238,-0.001845,0.001892,539.152893,890.671387,268.280518
73,2.433333,-0.005120,-0.006273,0.008206,539.142639,890.691345,268.301605
74,2.466667,-0.003025,0.000511,0.002128,539.154785,890.678955,268.282837
75,2.500000,0.000592,-0.000405,-0.003399,539.154907,890.669800,268.276703
76,2.533333,-0.001537,-0.000542,0.000320,539.154785,890.678345,268.279572
77,2.566667,0.001670,0.000052,-0.001059,539.148987,890.671631,268.266754
78,2.600000,-0.006792,-0.001477,-0.015437,539.162048,890.695435,268.285431
79,2.633333,0.000127,-0.001903,-0.008007,539.156738,890.668335,268.276825
80,2.666667,0.000108,-0.002216,0.001485,539.153503,890.673767,268.286316
81,2.700000,-0.004917,-0.006211,0.010208,539.144226,890.693542,268.294922
82,2.733333,-0.000846,0.001513,0.004103,539.153870,890.678284,268.274658
83,2.766667,-0.001132,-0.002841,-0.000123,539.152771,890.677124,268.287415
84,2.800000,-0.000930,-0.002674,0.000815,539.151917,890.681091,268.286346
85,2.833333,-0.062310,0.042412,-0.079643,539.127380,890.483582,268.320496
86,2.866667,-0.058228,0.027487,-0.110029,539.127991,890.370605,268.382904
87,2.900000,-0.084669,0.029013,-0.080923,539.104492,890.291016,268.545197
88,2.933333,-0.136338,0.046299,-0.091473,539.137573,889.977783,268.695282
89,2.966667,-0.139749,0.048007,-0.104558,539.113281,889.709106,268.734467
90,3.000000,-0.196230,0.060590,-0.110258,539.105713,889.378662,268.737701
91,3.033333,-0.263511,0.117869,-0.123388,539.118225,889.121521,268.679626
92,3.066667,-0.331147,0.106466,-0.088765,539.062134,888.799438,268.682770
93,3.100000,-0.393054,0.142589,-0.182895,539.089172,888.292908,268.577637
94,3.133333,-0.420306,0.091071,-0.147847,539.005920,887.890198,268.759491
95,3.166667,-0.492009,0.139549,-0.145522,539.043884,887.561768,268.841400
96,3.200000,-0.524360,0.150743,-0.159408,539.041565,887.234009,268.988342
97,3.233333,-0.495445,0.149078,-0.139782,539.046570,886.928711,269.129669
98,3.266667,-0.506205,0.172859,-0.131786,539.048218,886.559265,269.251160
99,3.300000,-0.526569,0.183419,-0.126347,539.062805,886.351074,269.381073
100,3.333333,-0.567513,0.161309,-0.137109,539.051758,886.128052,269.435028
101,3.366667,-0.575274,0.157342,-0.204902,539.007813,885.797363,269.304352
102,3.400000,-0.640344,0.168362,-0.191408,538.973938,885.534363,269.371918
103,3.433333,-0.641723,0.160009,-0.214509,538.965271,885.534302,269.399445
104,3.466667,-0.606325,0.152711,-0.164726,538.941956,885.241943,269.515594
105,3.500000,-0.600052,0.178542,-0.055231,539.072632,885.184326,269.731873
106,3.533333,-0.544663,0.180084,-0.101373,539.053467,885.185059,269.851868
107,3.566667,-0.533917,0.191849,-0.098256,539.060608,885.181213,269.889709
108,3.600000,-0.556644,0.177281,-0.077763,539.071289,885.178833,269.855072
109,3.633333,-0.586029,0.157039,-0.177425,539.014343,885.200806,269.757324
110,3.666667,-0.578590,0.180505,-0.077965,539.065552,885.160706,269.739624
111,3.700000,-0.588229,0.148359,-0.192850,538.994507,885.219482,269.731018
112,3.733333,-0.556919,0.181762,-0.082528,539.053589,885.190674,269.820770
113,3.766667,-0.558987,0.174734,-0.087272,539.054993,885.200989,269.875183
114,3.800000,-0.556411,0.182521,-0.078993,539.085876,885.178650,269.846497
115,3.833333,-0.581616,0.154936,-0.186134,539.001831,885.209534,269.770691
116,3.866667,-0.575362,0.178843,-0.074698,539.059692,885.177124,269.767426
117,3.900000,-0.583615,0.150673,-0.188900,539.001770,885.227417,269.742554
118,3.933333,-0.563474,0.179123,-0.079324,539.051208,885.184021,269.811646
119,3.966667,-0.553360,0.178701,-0.078145,539.068848,885.183899,269.848328
120,4.000000,-0.576986,0.151729,-0.183757,539.009338,885.243835,269.809753
121,4.033333,-0.581041,0.152047,-0.191775,538.994507,885.222717,269.778900
122,4.066667,-0.566765,0.179430,-0.075249,539.068848,885.172058,269.776184
123,4.100000,-0.565957,0.177503,-0.082510,539.055115,885.176819,269.780273
124,4.133333,-0.582529,0.152313,-0.191204,538.994080,885.229919,269.771545
125,4.166667,-0.553067,0.183713,-0.080323,539.073975,885.179138,269.822418
126,4.200000,-0.580437,0.153458,-0.188756,539.000183,885.231018,269.785583
127,4.233333,-0.558398,0.183314,-0.084692,539.064758,885.165710,269.797058
128,4.266667,-0.588290,0.147336,-0.181041,539.005737,885.229492,269.758698
129,4.300000,-0.567130,0.181803,-0.079272,539.062378,885.170044,269.783264
130,4.333333,-0.557213,0.182756,-0.078512,539.064270,885.172119,269.795593
131,4.366667,-0.560460,0.181358,-0.076801,539.068481,885.183228,269.813324
132,4.400000,-0.579988,0.149417,-0.187376,539.000000,885.238159,269.787354
133,4.433333,-0.559445,0.183411,-0.085909,539.066650,885.161682,269.792419
134,4.466667,-0.563979,0.183095,-0.077583,539.063904,885.174133,269.779999
135,4.500000,-0.586156,0.151753,-0.185360,539.001648,885.225159,269.763123
136,4.533333,-0.579322,0.158584,-0.187944,539.004578,885.229675,269.756653
137,4.566667,-0.579579,0.152320,-0.188519,539.010315,885.217041,269.789032
138,4.600000,-0.581466,0.152062,-0.183827,539.005005,885.238831,269.779846
139,4.633333,-0.581173,0.152893,-0.186480,539.002563,885.219604,269.772125
140,4.666667,-0.561508,0.179688,-0.076855,539.054260,885.184998,269.778503
141,4.700000,-0.582557,0.151138,-0.189659,539.010376,885.216492,269.764526
142,4.733333,-0.561416,0.183745,-0.080218,539.065308,885.179199,269.789429
143,4.766667,-0.576970,0.151711,-0.192492,539.002014,885.214478,269.783783
144,4.800000,-0.560265,0.182636,-0.077857,539.069885,885.187500,269.793488
145,4.833333,-0.597122,0.220279,-0.035784,539.152405,885.175598,269.766083
146,4.866667,-0.638738,0.207533,-0.086613,539.100403,885.259216,269.548676
147,4.900000,-0.739058,0.267027,-0.046490,539.254211,885.304993,269.373810
148,4.933333,-0.806825,0.369405,0.146822,539.459473,885.302185,269.061401
149,4.966667,-0.898286,0.458044,0.253776,539.618286,885.305298,268.727539
150,5.000000,-1.030893,0.484769,0.412568,539.677612,885.451233,268.524445
151,5.033333,-1.136505,0.540314,0.525012,539.825073,885.516235,268.269562
152,5.066667,-1.278148,0.617260,0.636042,539.984375,885.638367,268.040466
153,5.100000,-1.400272,0.689049,0.774181,540.191467,885.777954,267.832062
154,5.133333,-1.499577,0.848230,0.925384,540.507263,885.760803,267.364746
155,5.166667,-1.627008,0.961602,1.039265,540.770203,885.822449,266.831879
156,5.200000,-1.790188,1.020181,1.095755,540.925354,885.988464,266.426636
157,5.233333,-1.916435,1.075687,1.268331,541.066101,886.081055,266.126923
158,5.266667,-1.990719,1.164770,1.445381,541.287292,886.066162,265.850037
159,5.300000,-2.066465,1.182267,1.570113,541.356628,886.160645,265.738892
160,5.333333,-2.130491,1.230124,1.623677,541.483093,886.207214,265.599976
161,5.366667,-2.185983,1.281624,1.693747,541.592590,886.257019,265.452026
162,5.400000,-2.240919,1.307029,1.638666,541.687073,886.335205,265.254486
163,5.433333,-2.249496,1.330944,1.671397,541.708008,886.351074,265.098511
164,5.466667,-2.305291,1.408311,1.723965,541.834412,886.384521,264.900909
165,5.500000,-2.316240,1.429652,1.726211,541.852295,886.386841,264.693298
166,5.533333,-2.311629,1.441628,1.729331,541.873047,886.371399,264.667908
167,5.566667,-2.316451,1.434212,1.736462,541.877014,886.399292,264.746246
168,5.600000,-2.295378,1.434852,1.712403,541.885742,886.375061,264.864380
169,5.633333,-2.311686,1.386797,1.744475,541.849060,886.412292,265.040009
170,5.666667,-2.286275,1.414407,1.735143,541.855774,886.372925,264.943024
171,5.700000,-2.301627,1.433416,1.734189,541.887207,886.389282,264.823975
172,5.733333,-2.298394,1.437626,1.728127,541.914612,886.370789,264.810913
173,5.766667,-2.300199,1.434716,1.732910,541.893677,886.390869,264.828430
174,5.800000,-2.282562,1.413668,1.735547,541.852539,886.375244,264.956299
175,5.833333,-2.287950,1.419316,1.747487,541.861206,886.400574,264.963898
176,5.866667,-2.290165,1.431568,1.720632,541.889160,886.375488,264.889771
177,5.900000,-2.289647,1.414550,1.740099,541.853577,886.388672,264.922699
178,5.933333,-2.293839,1.442178,1.740747,541.917419,886.381104,264.835083
179,5.966667,-2.286882,1.417117,1.739345,541.860535,886.387512,264.937225
180,6.000000,-2.284072,1.417599,1.742702,541.854797,886.382446,264.967804
181,6.033333,-2.284145,1.415561,1.738587,541.861206,886.386414,264.983398
182,6.066667,-2.284007,1.418508,1.742620,541.859802,886.389771,264.959808
183,6.100000,-2.281695,1.418402,1.732649,541.867981,886.374573,264.948883
184,6.133333,-2.294584,1.430066,1.722733,541.898010,886.383179,264.885132
185,6.166667,-2.282426,1.415283,1.741030,541.859985,886.379272,264.969269
186,6.200000,-2.305339,1.391938,1.748779,541.852112,886.400269,265.052124
187,6.233333,-2.277925,1.417936,1.735465,541.866699,886.377563,264.981781
188,6.266667,-2.305510,1.392159,1.749069,541.856934,886.399658,265.036713
189,6.300000,-2.279457,1.418122,1.740125,541.859863,886.380737,264.963379
190,6.333333,-2.282797,1.419259,1.749171,541.858582,886.388672,264.952240
191,6.366667,-2.280651,1.421892,1.734435,541.882507,886.386475,265.014221
192,6.400000,-2.303230,1.393010,1.748255,541.857910,886.398926,265.057861
193,6.433333,-2.279867,1.415808,1.740331,541.858643,886.382507,264.988495
194,6.466667,-2.282027,1.416894,1.743200,541.859619,886.385010,264.974945
195,6.500000,-2.309222,1.408382,1.729692,541.895630,886.386719,264.978577
196,6.533333,-2.283152,1.434262,1.718254,541.897461,886.372620,264.898712
197,6.566667,-2.293856,1.406136,1.740755,541.892334,886.385010,265.070862
198,6.600000,-2.304236,1.406620,1.725423,541.893066,886.382935,264.989044
199,6.633333,-2.279392,1.417348,1.740593,541.862915,886.377686,264.987762
200,6.666667,-2.282402,1.429441,1.730571,541.900818,886.382507,264.957397
201,6.700000,-2.298055,1.396552,1.745712,541.860168,886.392212,265.051666
202,6.733333,-2.275902,1.417775,1.737588,541.860229,886.375977,264.989868
203,6.766667,-2.295254,1.400586,1.737862,541.891968,886.389709,265.094696
204,6.800000,-2.275901,1.417928,1.735338,541.866211,886.376282,264.996277
205,6.833333,-2.268854,1.548302,1.439551,542.249512,886.059387,264.773499
206,6.866667,-2.275528,1.559846,1.468755,542.271118,886.069946,264.618164
207,6.900000,-2.369943,1.617910,1.550886,542.387878,886.157166,264.428284
208,6.933333,-2.444500,1.654667,1.631846,542.504639,886.187927,264.168030
209,6.966667,-2.521142,1.710000,1.714775,542.622925,886.259583,263.898315
210,7.000000,-2.613963,1.757167,1.805990,542.810547,886.319580,263.680817
211,7.033333,-2.711062,1.814741,1.900333,542.972351,886.408203,263.474548
212,7.066667,-2.815478,1.913360,1.883233,543.298706,886.544189,263.335541
213,7.100000,-2.902239,2.007823,2.150882,543.574646,886.588013,263.058136
214,7.133333,-3.022922,2.136751,2.371826,543.871155,886.706970,262.620056
215,7.166667,-3.159494,2.197455,2.490438,544.087463,886.873169,262.340698
216,7.200000,-3.257738,2.270782,2.600231,544.284790,886.993042,261.911163
217,7.233333,-3.358418,2.304682,2.750525,544.345520,887.119080,261.598389
218,7.266667,-3.434842,2.390652,3.141385,544.482422,887.377136,261.327667
