Format Version,1.23,Take Name,Take 2024-04-22 05.38.18 PM,Take Notes,,Capture Frame Rate,30.000000,Export Frame Rate,30.000000,Capture Start Time,2024-04-22 05.38.19.007 PM,Capture Start Frame,954506,Total Frames in Take,43906,Total Exported Frames,43906,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody
,ID,"EE915DAF00A111EFA0BCABC55148DDB6","EE915DAF00A111EFA0BCABC55148DDB6","EE915DAF00A111EFA0BCABC55148DDB6","EE915DAF00A111EFA0BCABC55148DDB6","EE915DAF00A111EFA0BCABC55148DDB6","EE915DAF00A111EFA0BCABC55148DDB6"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
0,0.000000,0.012066,-0.001138,0.038239,539.855103,898.913025,265.186249
1,0.033333,0.012493,-0.004113,0.036932,539.862427,898.913452,265.189636
2,0.066667,0.010222,-0.001350,0.037481,539.857666,898.918579,265.182739
3,0.100000,0.012437,-0.001642,0.034164,539.863647,898.912292,265.187958
4,0.133333,0.010913,-0.001654,0.034960,539.872009,898.915894,265.193848
5,0.166667,0.010819,-0.001990,0.032966,539.852966,898.908142,265.188934
6,0.200000,0.000622,-0.000633,-0.002218,539.875854,898.920044,265.217377
7,0.233333,0.011165,-0.001257,0.032049,539.867371,898.918152,265.182251
8,0.266667,0.010089,-0.003800,0.037689,539.850830,898.916809,265.190796
9,0.300000,0.009764,-0.003412,0.035490,539.867615,898.916382,265.193512
10,0.333333,0.011438,-0.002803,0.035838,539.855347,898.918518,265.194366
11,0.366667,0.007925,-0.002891,0.033154,539.856018,898.921509,265.186127
12,0.400000,-0.000187,-0.000230,-0.002383,539.877441,898.926147,265.216309
13,0.433333,0.011895,-0.002241,0.042019,539.853027,898.919678,265.184387
14,0.466667,0.009539,-0.003507,0.034685,539.861206,898.914917,265.191498
15,0.500000,0.006684,-0.003075,0.028411,539.866760,898.914185,265.197601
16,0.533333,0.009113,-0.003664,0.034485,539.852356,898.916382,265.193481
17,0.566667,0.010852,-0.002714,0.034873,539.863647,898.917969,265.187866
18,0.600000,0.009718,-0.003535,0.038005,539.856384,898.922302,265.190338
19,0.633333,0.009103,-0.003387,0.041535,539.852600,898.917969,265.196167
20,0.666667,0.017181,-0.005134,0.022830,539.866028,898.925232,265.179840
21,0.700000,0.009653,-0.005122,0.027819,539.850647,898.911255,265.191559
22,0.733333,0.008378,-0.003718,0.035016,539.854553,898.919922,265.184448
23,0.766667,0.009965,-0.003699,0.039611,539.857178,898.921997,265.190948
24,0.800000,0.010384,-0.002834,0.032559,539.851379,898.918884,265.186127
25,0.833333,0.007034,-0.005408,0.031649,539.854492,898.919678,265.190674
26,0.866667,0.007189,-0.006765,0.033786,539.852783,898.917358,265.192505
27,0.900000,-0.000112,-0.001571,-0.002353,539.860962,898.924744,265.210724
28,0.933333,0.007419,-0.007886,0.038143,539.850891,898.923645,265.199249
29,0.966667,0.008538,-0.004861,0.036437,539.852844,898.921387,265.195221
30,1.000000,0.007134,-0.005534,0.037524,539.854919,898.923950,265.197571
31,1.033333,0.010846,-0.004833,0.036483,539.857300,898.918213,265.192505
32,1.066667,0.007025,-0.003919,0.028871,539.851807,898.917358,265.184387
33,1.100000,0.009205,-0.006319,0.030144,539.857178,898.914429,265.190491
34,1.133333,0.005455,-0.007112,0.034368,539.856262,898.921692,265.195251
35,1.166667,0.006174,-0.006992,0.027803,539.852783,898.915222,265.197266
36,1.200000,0.008071,-0.007324,0.032815,539.855103,898.925232,265.192535
37,1.233333,0.010529,-0.006293,0.035189,539.850769,898.916809,265.195190
38,1.266667,0.008028,-0.003019,0.030681,539.857544,898.922546,265.185883
39,1.300000,0.007131,-0.007118,0.037824,539.851257,898.921570,265.198547
40,1.333333,0.010225,-0.006948,0.030560,539.846069,898.921021,265.194427
41,1.366667,0.008005,-0.006788,0.032996,539.854004,898.919067,265.196136
42,1.400000,0.007384,-0.008181,0.033170,539.848938,898.919434,265.199371
43,1.433333,0.007250,-0.006445,0.031691,539.849304,898.919617,265.195129
44,1.466667,0.010404,-0.003232,0.036980,539.859985,898.921814,265.196930
45,1.500000,0.009188,-0.005759,0.036755,539.852173,898.920105,265.193970
46,1.533333,0.009560,-0.004869,0.032710,539.856262,898.916687,265.195618
47,1.566667,0.010409,-0.002143,0.044088,539.861755,898.916870,265.193573
48,1.600000,0.009440,-0.005695,0.030467,539.854675,898.911743,265.191345
49,1.633333,0.012034,-0.003912,0.035791,539.859314,898.914307,265.193726
50,1.666667,0.011430,-0.003270,0.035735,539.861877,898.912292,265.195038
51,1.700000,0.011327,-0.006228,0.033867,539.857056,898.914978,265.192078
52,1.733333,0.002192,0.002733,-0.007752,539.887756,898.921631,265.230530
53,1.766667,0.008699,-0.004425,0.032406,539.858032,898.911377,265.192902
54,1.800000,0.009933,-0.004607,0.036870,539.862305,898.912231,265.192993
55,1.833333,0.009247,-0.008086,0.033731,539.853638,898.915710,265.194672
56,1.866667,0.007659,-0.006256,0.030333,539.854370,898.911743,265.192535
57,1.900000,0.008496,-0.006784,0.033162,539.855591,898.918091,265.188904
58,1.933333,0.009745,-0.006527,0.033878,539.856323,898.913513,265.197906
59,1.966667,0.010629,-0.005768,0.035290,539.853516,898.909668,265.187378
60,2.000000,0.009110,-0.006320,0.031140,539.857178,898.918396,265.189301
61,2.033333,0.011069,-0.003527,0.031676,539.856628,898.913635,265.185059
62,2.066667,0.009013,-0.006574,0.032881,539.858582,898.917969,265.195435
63,2.100000,0.010680,-0.005381,0.038796,539.857971,898.920654,265.190063
64,2.133333,0.010344,-0.003278,0.033010,539.857483,898.918030,265.190277
65,2.166667,0.009471,-0.004916,0.029631,539.866821,898.915222,265.191101
66,2.200000,0.008953,-0.003141,0.035543,539.862488,898.919434,265.186310
67,2.233333,0.008249,-0.005660,0.036936,539.858032,898.913330,265.190002
68,2.266667,0.009087,-0.004763,0.037209,539.864136,898.919678,265.189056
69,2.300000,0.009411,-0.004669,0.037631,539.856079,898.915588,265.196198
70,2.333333,0.009429,-0.003356,0.035563,539.862427,898.920898,265.191833
71,2.366667,0.010917,-0.003746,0.038058,539.865845,898.918640,265.192505
72,2.400000,0.009025,-0.005625,0.033549,539.852417,898.923096,265.188873
73,2.433333,0.011257,-0.002816,0.033022,539.865967,898.913574,265.192444
74,2.466667,0.005814,0.001641,-0.018959,539.887390,898.935852,265.203949
75,2.500000,0.010069,-0.007323,0.035629,539.854126,898.912781,265.194824
76,2.533333,0.002889,0.000729,0.003217,539.871826,898.923279,265.217377
77,2.566667,0.007999,-0.005348,0.029682,539.861206,898.910583,265.203888
78,2.600000,0.007847,-0.007029,0.034808,539.852539,898.922485,265.194824
79,2.633333,0.002128,-0.001063,-0.002512,539.870972,898.923828,265.217285
80,2.666667,0.019607,-0.015326,0.003764,539.845947,898.837585,265.189484
81,2.700000,-0.122132,-0.167535,-0.356991,539.721985,897.654541,265.640472
82,2.733333,-0.437221,-0.251845,-0.618582,539.550903,895.875244,266.131287
83,2.766667,-0.585760,0.415968,-0.254974,540.212280,894.470154,265.755798
84,2.800000,-0.518795,0.331927,-0.124547,539.818359,893.411499,266.083710
85,2.833333,-0.594095,0.402101,-0.220659,540.098206,893.260193,266.099182
86,2.866667,-0.569309,0.405522,-0.245528,540.058105,893.258179,266.230988
87,2.900000,-0.565664,0.397525,-0.213830,540.089417,893.243652,266.269592
88,2.933333,-0.563763,0.416464,-0.227486,540.107666,893.245972,266.191071
89,2.966667,-0.524386,0.296004,-0.152030,539.843811,893.179810,266.230255
90,3.000000,-0.586628,0.407062,-0.219590,540.101196,893.238159,266.102966
91,3.033333,-0.574280,0.406906,-0.220628,540.079163,893.231812,266.133392
92,3.066667,-0.572838,0.418992,-0.224380,540.121521,893.237854,266.187592
93,3.100000,-0.561047,0.394932,-0.223289,540.060547,893.240479,266.232605
94,3.133333,-0.564886,0.410427,-0.218621,540.089966,893.242310,266.197601
95,3.166667,-0.578703,0.408188,-0.219873,540.103455,893.244995,266.154083
96,3.200000,-0.578675,0.391355,-0.217236,540.056519,893.240906,266.140594
97,3.233333,-0.578432,0.411351,-0.229003,540.111511,893.237183,266.137909
98,3.266667,-0.568136,0.401561,-0.214832,540.067444,893.238953,266.186676
99,3.300000,-0.564223,0.408836,-0.220511,540.085205,893.242310,266.197815
100,3.333333,-0.568148,0.411819,-0.224582,540.112671,893.247375,266.186249
101,3.366667,-0.572907,0.402604,-0.216167,540.055725,893.237061,266.157806
102,3.400000,-0.578191,0.409957,-0.224305,540.095703,893.240540,266.127014
103,3.433333,-0.521343,0.297339,-0.158589,539.866028,893.177368,266.242310
104,3.466667,-0.571797,0.403803,-0.220117,540.059692,893.239807,266.184814
105,3.500000,-0.564747,0.399639,-0.222851,540.071167,893.241699,266.207428
106,3.533333,-0.569239,0.406930,-0.216102,540.097717,893.246826,266.186768
107,3.566667,-0.573706,0.391818,-0.221098,540.052856,893.239014,266.181305
108,3.600000,-0.521362,0.296172,-0.154401,539.836914,893.175842,266.239532
