Format Version,1.23,Take Name,Take 2024-04-26 04.21.29 PM,Take Notes,,Capture Frame Rate,30.000000,Export Frame Rate,30.000000,Capture Start Time,2024-04-26 04.21.29.993 PM,Capture Start Frame,510801,Total Frames in Take,44270,Total Exported Frames,44270,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody 003,RigidBody 003,RigidBody 003,RigidBody 003,RigidBody 003,RigidBody 003
,ID,"7FD4EECF03BF11EFA0BCABC55148E0B6","7FD4EECF03BF11EFA0BCABC55148E0B6","7FD4EECF03BF11EFA0BCABC55148E0B6","7FD4EECF03BF11EFA0BCABC55148E0B6","7FD4EECF03BF11EFA0BCABC55148E0B6","7FD4EECF03BF11EFA0BCABC55148E0B6"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
0,0.000000,0.008732,0.001740,-0.011354,539.019287,890.260376,268.156860
1,0.033333,0.007523,0.001272,-0.002434,539.020203,890.271667,268.160950
2,0.066667,0.012437,-0.004435,-0.009008,539.020935,890.257446,268.167786
3,0.100000,0.004972,0.000152,-0.009790,539.023071,890.276062,268.150696
4,0.133333,0.008961,-0.001018,-0.015794,539.026855,890.251038,268.166748
5,0.166667,0.004633,0.000014,-0.002241,539.018250,890.276001,268.159515
6,0.200000,0.009869,-0.002018,-0.013938,539.023987,890.248657,268.171875
7,0.233333,0.006322,-0.001811,-0.001359,539.024048,890.280640,268.159698
8,0.266667,0.010387,0.000632,-0.009294,539.017883,890.256714,268.171600
9,0.300000,0.004055,0.001384,0.001046,539.025574,890.280151,268.158020
10,0.333333,0.007952,-0.003107,-0.010127,539.028320,890.260376,268.173828
11,0.366667,0.003726,-0.000193,-0.006624,539.010864,890.272583,268.168365
12,0.400000,0.008235,-0.001468,-0.004443,539.027039,890.260681,268.170563
13,0.433333,0.005137,-0.002343,-0.005858,539.017090,890.271423,268.167175
14,0.466667,0.004943,-0.000111,-0.008974,539.022705,890.264404,268.166504
15,0.500000,0.008643,-0.001977,-0.009114,539.026855,890.266907,268.168274
16,0.533333,0.006779,-0.001975,-0.010872,539.015686,890.271179,268.161316
17,0.566667,0.008931,-0.004366,-0.007951,539.019348,890.265747,268.174042
18,0.600000,0.004962,-0.000137,-0.007147,539.028564,890.279419,268.163910
19,0.633333,0.005170,-0.004097,-0.003390,539.011902,890.267395,268.173676
20,0.666667,0.004357,-0.006242,0.001058,539.015869,890.277954,268.168640
21,0.700000,0.009252,-0.004000,-0.012801,539.024658,890.258545,268.171539
22,0.733333,0.004613,-0.003199,-0.008375,539.019287,890.277588,268.165436
23,0.766667,0.010620,-0.003015,-0.014407,539.025146,890.255249,268.170410
24,0.800000,0.003406,-0.009916,0.002290,539.010193,890.283997,268.180389
25,0.833333,0.008375,-0.003770,-0.010113,539.024109,890.257141,268.172974
26,0.866667,0.004996,-0.003277,-0.005615,539.020447,890.270935,268.161102
27,0.900000,0.007671,-0.010048,0.001016,539.007385,890.264771,268.188171
28,0.933333,0.005255,-0.004437,0.001740,539.021667,890.278687,268.177643
29,0.966667,0.007487,-0.004386,-0.002284,539.029297,890.263184,268.180908
30,1.000000,0.004097,-0.001564,-0.004180,539.018982,890.266235,268.172913
31,1.033333,0.006511,0.001749,-0.009616,539.034607,890.253235,268.173676
32,1.066667,0.004304,0.001314,-0.001369,539.029663,890.266052,268.164764
33,1.100000,0.007516,0.001424,-0.008840,539.025513,890.256470,268.170807
34,1.133333,0.007250,0.002116,-0.013238,539.033630,890.259460,268.163544
35,1.166667,0.005848,-0.000251,-0.000995,539.032349,890.266479,268.165985
36,1.200000,0.004389,0.000517,-0.007249,539.030823,890.261292,268.163239
37,1.233333,0.004130,0.002817,-0.003477,539.029724,890.267639,268.156586
